slot_id,clinic_id,provider_id,province,city,specialty,role,date,start_time,end_time,duration_minutes,status,priority_eligible
SL00052,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-16,15:30,15:50,20,available,"Media,Baja"
SL00053,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-16,16:00,16:20,20,available,"Media,Baja"
SL00054,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-16,16:30,16:50,20,occupied,"Media,Baja"
SL00055,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-16,17:00,17:20,20,available,"Media,Baja"
SL00056,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-16,17:30,17:50,20,available,"Media,Baja"
SL00057,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-17,08:00,08:30,30,available,"Alta,Media"
SL00058,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-17,09:00,09:30,30,occupied,"Alta,Media"
SL00059,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-17,10:00,10:30,30,available,"Alta,Media"
SL00060,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-17,11:00,11:30,30,available,"Alta,Media"
SL00061,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-17,12:00,12:30,30,available,"Alta,Media"
SL00062,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-17,13:00,13:30,30,available,"Alta,Media"
SL00063,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-17,14:00,14:20,20,occupied,"Media,Baja"
SL00064,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-17,14:30,14:50,20,available,"Media,Baja"
SL00065,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-17,15:00,15:20,20,available,"Media,Baja"
SL00066,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-17,15:30,15:50,20,available,"Media,Baja"
SL00067,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-17,16:00,16:20,20,available,"Media,Baja"
SL00068,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-17,16:30,16:50,20,occupied,"Media,Baja"
SL00069,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-17,17:00,17:20,20,available,"Media,Baja"
SL00070,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-17,17:30,17:50,20,available,"Media,Baja"
SL00071,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-20,08:00,08:30,30,available,"Alta,Media"
SL00072,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-20,09:00,09:30,30,available,"Alta,Media"
SL00073,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-20,10:00,10:30,30,available,"Alta,Media"
SL00074,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-20,11:00,11:30,30,available,"Alta,Media"
SL00075,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-20,12:00,12:30,30,occupied,"Alta,Media"
SL00076,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-20,13:00,13:30,30,available,"Alta,Media"
SL00077,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-20,14:00,14:20,20,available,"Media,Baja"
SL00078,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-20,14:30,14:50,20,available,"Media,Baja"
SL00079,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-20,15:00,15:20,20,available,"Media,Baja"
SL00080,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-20,15:30,15:50,20,occupied,"Media,Baja"
SL00081,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-20,16:00,16:20,20,available,"Media,Baja"
SL00082,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-20,16:30,16:50,20,available,"Media,Baja"
SL00083,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-20,17:00,17:20,20,available,"Media,Baja"
SL00084,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-20,17:30,17:50,20,available,"Media,Baja"
SL00085,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-21,08:00,08:30,30,available,"Alta,Media"
SL00086,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-21,09:00,09:30,30,available,"Alta,Media"
SL00087,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-21,10:00,10:30,30,available,"Alta,Media"
SL00088,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-21,11:00,11:30,30,available,"Alta,Media"
SL00089,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-21,12:00,12:30,30,occupied,"Alta,Media"
SL00090,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-21,13:00,13:30,30,available,"Alta,Media"
SL00091,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-21,14:00,14:20,20,available,"Media,Baja"
SL00092,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-21,14:30,14:50,20,available,"Media,Baja"
SL00093,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-21,15:00,15:20,20,available,"Media,Baja"
SL00094,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-21,15:30,15:50,20,occupied,"Media,Baja"
SL00095,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-21,16:00,16:20,20,available,"Media,Baja"
SL00096,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-21,16:30,16:50,20,available,"Media,Baja"
SL00097,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-21,17:00,17:20,20,available,"Media,Baja"
SL00098,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-21,17:30,17:50,20,available,"Media,Baja"
SL00099,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-22,08:00,08:30,30,available,"Alta,Media"
SL00100,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-22,09:00,09:30,30,available,"Alta,Media"
SL00101,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-22,10:00,10:30,30,available,"Alta,Media"
SL00102,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-22,11:00,11:30,30,available,"Alta,Media"
SL00103,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-22,12:00,12:30,30,occupied,"Alta,Media"
SL00104,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-22,13:00,13:30,30,available,"Alta,Media"
SL00105,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-22,14:00,14:20,20,available,"Media,Baja"
SL00106,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-22,14:30,14:50,20,available,"Media,Baja"
SL00107,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-22,15:00,15:20,20,available,"Media,Baja"
SL00108,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-22,15:30,15:50,20,occupied,"Media,Baja"
SL00109,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-22,16:00,16:20,20,available,"Media,Baja"
SL00110,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-22,16:30,16:50,20,available,"Media,Baja"
SL00111,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-22,17:00,17:20,20,available,"Media,Baja"
SL00112,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-22,17:30,17:50,20,available,"Media,Baja"
SL00113,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-23,08:00,08:30,30,available,"Alta,Media"
SL00114,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-23,09:00,09:30,30,available,"Alta,Media"
SL00115,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-23,10:00,10:30,30,available,"Alta,Media"
SL00116,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-23,11:00,11:30,30,available,"Alta,Media"
SL00117,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-23,12:00,12:30,30,occupied,"Alta,Media"
SL00118,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-23,13:00,13:30,30,available,"Alta,Media"
SL00119,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-23,14:00,14:20,20,available,"Media,Baja"
SL00120,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-23,14:30,14:50,20,available,"Media,Baja"
SL00121,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-23,15:00,15:20,20,available,"Media,Baja"
SL00122,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-23,15:30,15:50,20,occupied,"Media,Baja"
SL00123,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-23,16:00,16:20,20,available,"Media,Baja"
SL00124,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-23,16:30,16:50,20,available,"Media,Baja"
SL00125,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-23,17:00,17:20,20,available,"Media,Baja"
SL00126,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-23,17:30,17:50,20,available,"Media,Baja"
SL00127,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-24,08:00,08:30,30,available,"Alta,Media"
SL00128,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-24,09:00,09:30,30,available,"Alta,Media"
SL00129,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-24,10:00,10:30,30,available,"Alta,Media"
SL00130,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-24,11:00,11:30,30,available,"Alta,Media"
SL00131,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-24,12:00,12:30,30,occupied,"Alta,Media"
SL00132,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-24,13:00,13:30,30,available,"Alta,Media"
SL00133,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-24,14:00,14:20,20,available,"Media,Baja"
SL00134,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-24,14:30,14:50,20,available,"Media,Baja"
SL00135,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-24,15:00,15:20,20,available,"Media,Baja"
SL00136,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-24,15:30,15:50,20,occupied,"Media,Baja"
SL00137,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-24,16:00,16:20,20,available,"Media,Baja"
SL00138,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-24,16:30,16:50,20,available,"Media,Baja"
SL00139,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-24,17:00,17:20,20,available,"Media,Baja"
SL00140,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-24,17:30,17:50,20,available,"Media,Baja"
SL00141,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-27,08:00,08:30,30,available,"Alta,Media"
SL00142,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-27,09:00,09:30,30,available,"Alta,Media"
SL00143,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-27,10:00,10:30,30,occupied,"Alta,Media"
SL00144,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-27,11:00,11:30,30,available,"Alta,Media"
SL00145,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-27,12:00,12:30,30,available,"Alta,Media"
SL00146,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-27,13:00,13:30,30,available,"Alta,Media"
SL00147,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-27,14:00,14:20,20,available,"Media,Baja"
SL00148,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-27,14:30,14:50,20,occupied,"Media,Baja"
SL00149,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-27,15:00,15:20,20,available,"Media,Baja"
SL00150,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-27,15:30,15:50,20,available,"Media,Baja"
SL00151,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-27,16:00,16:20,20,available,"Media,Baja"
SL00152,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-27,16:30,16:50,20,available,"Media,Baja"
SL00153,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-27,17:00,17:20,20,occupied,"Media,Baja"
SL00154,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-27,17:30,17:50,20,available,"Media,Baja"
SL00155,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-28,08:00,08:30,30,available,"Alta,Media"
SL00156,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-28,09:00,09:30,30,available,"Alta,Media"
SL00157,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-28,10:00,10:30,30,occupied,"Alta,Media"
SL00158,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-28,11:00,11:30,30,available,"Alta,Media"
SL00159,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-28,12:00,12:30,30,available,"Alta,Media"
SL00160,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-28,13:00,13:30,30,available,"Alta,Media"
SL00161,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-28,14:00,14:20,20,available,"Media,Baja"
SL00162,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-28,14:30,14:50,20,occupied,"Media,Baja"
SL00163,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-28,15:00,15:20,20,available,"Media,Baja"
SL00164,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-28,15:30,15:50,20,available,"Media,Baja"
SL00165,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-28,16:00,16:20,20,available,"Media,Baja"
SL00166,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-28,16:30,16:50,20,available,"Media,Baja"
SL00167,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-28,17:00,17:20,20,occupied,"Media,Baja"
SL00168,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-28,17:30,17:50,20,available,"Media,Baja"
SL00169,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-29,08:00,08:30,30,available,"Alta,Media"
SL00170,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-29,09:00,09:30,30,available,"Alta,Media"
SL00171,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-29,10:00,10:30,30,occupied,"Alta,Media"
SL00172,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-29,11:00,11:30,30,available,"Alta,Media"
SL00173,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-29,12:00,12:30,30,available,"Alta,Media"
SL00174,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-29,13:00,13:30,30,available,"Alta,Media"
SL00175,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-29,14:00,14:20,20,available,"Media,Baja"
SL00176,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-29,14:30,14:50,20,occupied,"Media,Baja"
SL00177,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-29,15:00,15:20,20,available,"Media,Baja"
SL00178,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-29,15:30,15:50,20,available,"Media,Baja"
SL00179,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-29,16:00,16:20,20,available,"Media,Baja"
SL00180,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-29,16:30,16:50,20,available,"Media,Baja"
SL00181,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-29,17:00,17:20,20,occupied,"Media,Baja"
SL00182,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-29,17:30,17:50,20,available,"Media,Baja"
SL00183,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-30,08:00,08:30,30,available,"Alta,Media"
SL00184,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-30,09:00,09:30,30,available,"Alta,Media"
SL00185,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-30,10:00,10:30,30,occupied,"Alta,Media"
SL00186,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-30,11:00,11:30,30,available,"Alta,Media"
SL00187,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-30,12:00,12:30,30,available,"Alta,Media"
SL00188,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-04-30,13:00,13:30,30,available,"Alta,Media"
SL00189,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-30,14:00,14:20,20,available,"Media,Baja"
SL00190,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-30,14:30,14:50,20,occupied,"Media,Baja"
SL00191,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-30,15:00,15:20,20,available,"Media,Baja"
SL00192,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-30,15:30,15:50,20,available,"Media,Baja"
SL00193,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-30,16:00,16:20,20,available,"Media,Baja"
SL00194,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-30,16:30,16:50,20,available,"Media,Baja"
SL00195,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-30,17:00,17:20,20,occupied,"Media,Baja"
SL00196,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-04-30,17:30,17:50,20,available,"Media,Baja"
SL00197,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-05-01,08:00,08:30,30,available,"Alta,Media"
SL00198,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-05-01,09:00,09:30,30,available,"Alta,Media"
SL00199,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-05-01,10:00,10:30,30,occupied,"Alta,Media"
SL00200,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-05-01,11:00,11:30,30,available,"Alta,Media"
SL00201,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-05-01,12:00,12:30,30,available,"Alta,Media"
SL00202,CL1001,PR001,Almería,Almería,Seguimiento crónico,Medicina Interna,2026-05-01,13:00,13:30,30,available,"Alta,Media"
SL00203,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-05-01,14:00,14:20,20,available,"Media,Baja"
SL00204,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-05-01,14:30,14:50,20,occupied,"Media,Baja"
SL00205,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-05-01,15:00,15:20,20,available,"Media,Baja"
SL00206,CL1001,PR002,Almería,Almería,Seguimiento crónico,Enfermería,2026-05-01,15:30,15:50,20,available,"Media,Baja"
